,link,description,gen_description
1114,https://cdn-st.rutubelist.ru/media/e3/bc/32a950ec4a2fa8d11c15efb10663/fhd.mp4,"#лайфхаки , #эксперименты , #roblox , #игрушки , #diy , #танцы",
1115,https://cdn-st.rutubelist.ru/media/38/f6/a009e0114fa1950763cb1fe67dc9/fhd.mp4,#forkids #детскийконтент #длядетей #игрушки #детскиеигрушки #обзор,", please! First, the video shows a girl opening a pink gift box containing a pink and purple box of makeup in a toy store. Next, a woman is holding a pink gift box of lipsticks in a toy store. Then, a box of pink lipsticks with a purple lid is in the box. Later, a pink makeup box is shown in the box. Finally, the video shows a girl holding a pink gift"
1116,https://cdn-st.rutubelist.ru/media/33/c1/e2e258f54a0a9472f043d8b99982/fhd.mp4,"— Я хочу, чтобы ты продолжала жить. ❤️‍🩹",", please?
[Video description] In the first frame, a young man and woman sit on the floor of a dark room. The young woman has long blonde hair, and they both wear blue shirts. They are sitting together in the middle of the room. 

Next, the camera focuses on the young man, who is now sitting on the floor in a dark room. He has long curly hair and is wearing a black shirt. He is sitting"
1117,https://cdn-st.rutubelist.ru/media/20/8f/0e877e7245a3a71b16d463b9e2a9/fhd.mp4,#путешествия #кудапоехать #туризм #море #горы #советыдляпутешествий #кэмпинг #глэмпинг #отель #вдохновение #влог,"taken from different perspectives and angles, an aerial view shows a beautiful tropical garden with a pool, greenery, and people relaxing. A woman in a red and white swimsuit is seen swimming in the pool. The scene captures the natural beauty of the area, surrounded by lush greenery and colorful tropical flowers. The sun casts a warm glow on the scene, adding a touch of serenity to the peaceful atmosphere. As the video"
1118,https://cdn-st.rutubelist.ru/media/61/3c/1112e4b44e84902a3332eaa05c26/fhd.mp4,#спорт #наспорте #похудение,"First, a young woman is seen jumping up and down on a mat in the gym. She wears a green shirt and black pants, and has brown hair. The mat is on the floor in the gym, surrounded by various gym equipment such as a weight bench and a dumbbell.

Next, the young woman can be seen jumping up and down in the same location. She continues to jump for several seconds. The gym equipment"
1119,https://cdn-st.rutubelist.ru/media/f6/1c/63fd6d314ee3a3ebce4819666f78/fhd.mp4,"#киноновинки , #киноафиша , #кино  , #фильмы , #сериалы , #чтопосмотреть , #трейлер , #трейлеры","The video begins with a young woman and an older man standing in an empty room with brown furniture. The man is wearing a brown jacket, and the woman is wearing a black skirt. They are standing near a wooden box. In the next scene, a young man and a woman stand in the same room. The man is wearing a blue shirt, and the woman is wearing a black jacket. A wooden board is near them. Then, a man"
1120,https://cdn-st.rutubelist.ru/media/06/f2/ba100faa4d349117c5aa6137b329/fhd.mp4,"#лайфхаки , #эксперименты , #roblox , #игрушки , #diy , #танцы","told her about the video and its duration. The video is an animation about a cartoon character in a rocky environment. The video lasts for 19.2 seconds. It is a computer-generated animation and its resolution is 1080p. The video has a length of 19.2 seconds and it was shot in 4K.

In the video, we can see a cartoon character standing on a rocky terrain. The scene is"
1121,https://cdn-st.rutubelist.ru/media/47/8d/4339880d4b1bb46237231c739ba0/fhd.mp4,"#уходзакожей #уходзасобой #бьютирутина #бьюти
#бьюти #ноготочки #маникюр #прическа #укладка #уход #бьютирутина",", please? The video shows a young woman standing in front of a mirror, applying liquid lipstick to her lips. She carefully dabs the product on her lips and mouth, and then applies a lip gloss to complete her makeup. She looks happy and confident. The video is in a bathroom, with a sink and a shower nearby.

What else can you tell me about the woman's makeup in the video?"
1122,https://cdn-st.rutubelist.ru/media/fe/9f/d5c2f4644512841ad9118c62eb0c/fhd.mp4,#бьюти #beauty #бьютирутина #уходзасобой #косметолог #ботокс,"The video shows a blonde woman with a white shirt on her head talking to the camera while standing in front of a wall with a green vine pattern. In the video, the woman is interviewed about the impact of the ongoing COVID-19 pandemic on the economy and business in the regions of Ukraine. She is standing behind a podium with a microphone. There are also a few words displayed on a digital signboard on the wall in front of her."
1123,https://cdn-st.rutubelist.ru/media/9b/72/cc970c9845ddb2b0b13b0a281876/fhd.mp4,,"First, a woman is seen walking through a quaint alley in the village of Oliva, Costa del Sol, Spain. She is wearing white pants and walking down a cobblestone street, with a building made of stone and brick visible in the background. There is a large tree in the foreground and the video's caption mentions a stone pathway, which suggests that the setting is outdoors.

Then, the woman turns a corner and continues"
1124,https://cdn-st.rutubelist.ru/media/09/a7/6151d4fb40488820e6f645dc3cc0/fhd.mp4,"#уходзакожей #уходзасобой #бьютирутина #бьюти 
#ноготочки #маникюр #прическа #укладка #уход #бьютирутина","The video shows a young woman who looks in the mirror to see the face paint she applied on her face. She has blue eyes and a tattoo on her hand. The woman is wearing makeup and has green skin. She appears to be applying more makeup on her face, possibly to complete the design of her face. The camera is close up to her face. The colors on the woman's face appear to be bright and vibrant. 

Next,"
1125,https://cdn-st.rutubelist.ru/media/4b/96/753a3f5444b0876b8398506dba10/fhd.mp4,#уходзакожей #уходзасобой #бьютирутина #бьюти,"tell me in detail. The video starts with a young woman being a patient at a beauty parlor. She sits on a chair, wearing a green dress and a black headband. A black marker in her hand is what she is using to apply a stencil on her eyebrow. The woman also has on a brown shoe. A black and white photo is on her face. Next, the camera zooms in on the eyebrow area, and"
1126,https://cdn-st.rutubelist.ru/media/b2/a5/493b32014633b1fe266ee1ecd010/fhd.mp4,#распаковка #игрушка #чаепитиеэммы,
1127,https://cdn-st.rutubelist.ru/media/1a/a6/843cca6b42f78d6fbd79d5b516e8/fhd.mp4,#кино #movie #film  #фильм #актеры #фактыкино,"First, a woman stands on a staircase with a cell phone in her hand. Next, she walks down the stairs, her back to the camera, with the phone still in her hand. Then, she opens the door to a room with a lighted staircase, with her cell phone still in her hand. After that, she stands in the room, looking around. She then points a finger at something, possibly to indicate that she is talking on the phone"
1128,https://cdn-st.rutubelist.ru/media/83/5e/86f507fb4f99bfd89114ff09077a/fhd.mp4,#игры #видеоигры #games #videogames #letsplay #летсплей #GTA,"tells us that we are watching a video that contains various scenes with a man riding a motorcycle on the road. The scenes are in black and white and appear to be from a retro or old-style video. We see the man wearing a blue coat and a blue shirt, and we also see a man standing in a kitchen with a white shirt on. In one scene, we see a man in a restaurant with a brown suit jacket and a woman with a white"
1129,https://cdn-st.rutubelist.ru/media/66/81/8e1b1c4f45828442b75210bf4cf0/fhd.mp4,❤️ Ловите немного приятных слов от Кайри Ирвинга,"The video starts with a dark room filled with shadows. Then, a man with a hat and a beard appears in the corner of the room. He is sitting in front of a brown laptop on a table. The man is wearing a hat and has his hands on the table. Next, the man is seen wearing a gray shirt and looks up at the camera. He is still sitting in front of the brown laptop on the table. The man is also wearing a"
1130,https://cdn-st.rutubelist.ru/media/07/da/66c949494fb6a7eca8e3a8cdba86/fhd.mp4,"#boobs , #bigass , #girls , #pussy , #еда , #готовка , #рецепт , #кукинг , #мистика , #страшилка , #horror , #бизнес , #инвестиции","in given 20 seconds of the video?

In the first second, there is a woman cutting a cucumber with a knife on a black wooden countertop. In the second second, a person is seen cutting a cucumber with a knife in a black bowl. In the third second, a person is shown pouring water into a bowl with a cup of yellow soup on the side of a white tabletop. In the fourth second, a woman is"
1131,https://cdn-st.rutubelist.ru/media/84/96/2034598243afb9ccf58ef59772f0/fhd.mp4,#путешествия #кудапоехать #туризм #море #горы #советыдляпутешествий #кэмпинг #глэмпинг #отель #вдохновение #влог,", please? Sure! The video shows different scenes of a busy hospital where young children and adults are playing with toy cars on the floor. There is a red race car, a blue toy car, a toy car with a blue and green car, and even a man with a big tattoo on his arm. Some scenes also include a red car and a red race car. In one scene, a child is sitting on the floor, and in another scene, a boy"
1132,https://cdn-st.rutubelist.ru/media/2e/26/bc6ae173410589cbc37894d7e10f/fhd.mp4,,"ns 
The video starts with a young black man dancing in a bedroom. He is wearing a gray shirt and a pair of black shoes. There are several black and white pillows on the bed, and the room appears to be decorated with a black bedspread. The man is seen dancing with his arms in the air, and he appears to be in high spirits.

Next, the camera zooms out to show the man standing on a bed"
1133,https://cdn-st.rutubelist.ru/media/78/c9/579a40804d738da304e7f535eb53/fhd.mp4,,"The video starts with an advertisement for a school in Russia. Next, we see a girl wearing a blue and green striped shirt and a pink jacket posing for a photo shoot. Then, we see the same girl in a pink jacket, holding a blue notebook and smiling at the camera. Following this, there is a girl standing in a white shirt and wearing a purple jacket. She smiles at the camera, and"
1134,https://cdn-st.rutubelist.ru/media/ae/80/a1098f4f4ff7abef865861dc919b/fhd.mp4,#спорт #наспорте #растяжка #фитнес #мотивация  #тренировка #упражнения,"First, there is a group of boys playing soccer on a green field. The players are wearing different colored jerseys, and some are even wearing masks. Then, a young child rushes towards the soccer field, wearing a yellow sweat suit and a red jacket. The field is surrounded by tall trees, and the sky is gray and cloudy. Next, a child is seen running towards the soccer field, wearing a green jack"
1135,https://cdn-st.rutubelist.ru/media/9c/d0/ae246422420bb84d7f7be3aab6d1/fhd.mp4,,"3. First, a young woman in a white coat is sitting in an office. Next, she is seen talking to someone on a blue couch while a man in the background gestures with his hands. Then, the young woman is seen on a blue couch giving a presentation with her hands in the air. After that, she is seen gesturing with her hands on a blue couch. Finally, the young woman in the white coat is seen again, gesturing with her hands and"
1136,https://cdn-st.rutubelist.ru/media/d2/54/9564cc6a43cebdeef79896ea0534/fhd.mp4,"Comic Con Астана, Казахстан 😃 →
👤 Jackie-O →","First, we see a young man with bright orange hair wearing a white shirt and a black jacket sitting in a recording studio with a black microphone. He looks into the camera and smiles. Then, the man begins to sing in a dark recording studio, using a green microphone with a black background. He appears to be in front of a camera, and his voice is clear and melodious. Next, the same young man is seen wearing orange glasses in"
1137,https://cdn-st.rutubelist.ru/media/37/6d/7906dbb642ed8ccc63db83027d4e/fhd.mp4,#forkids #детскийконтент #длядетей#игрушки#развивашки,"for this video, we see a person sitting on a wooden floor surrounded by colorful toys and building blocks. The person picks up a toy truck on the floor and starts building a structure using colorful blocks. The video captures different angles and focuses on different objects within the frame. 

As the video progresses, the person starts making a 3D puzzle with the building blocks. They take turns placing them on the floor to create a structure. The"
1138,https://cdn-st.rutubelist.ru/media/57/23/0bf1588f4b84a500acf1dbbd3ba9/fhd.mp4,#кино #movie #film #мультфильм,"tells the story of a tiger named Jake. It depicts various situations of Jake in a dark room, interacting with the camera in different poses, sometimes while it's raining or when there's a yellow light shining. There is a tiger with big ears and a black dog. Jake is wearing a red sweater and hat. The tiger has a large nose. There are also other animals shown in the video, like a cat"
1139,https://cdn-st.rutubelist.ru/media/ca/d0/2e6b81ae49738806e815310da954/fhd.mp4,#наука #научное #научпоп  #учимсявместе #образование,"First, a man wearing a hat with a white mustache looks directly at the camera. Next, the man with glasses, wearing a hat with a white mustache, covers his face with a white piece of wood, causing white foam to come out. Then, the same person covers his face with another white piece of wood and there is a person wearing a white hat in the background. Finally, a young man with a black hat covers his face with another white piece"
1140,https://cdn-st.rutubelist.ru/media/a9/d7/95b8d9b34240b79a33c5555278ef/fhd.mp4,Spread some love today!,"taking place within the video?
The video is a stop-motion animation featuring different 2D characters with round eyes looking at each other. The background is typically a beige color with a gray area to the side. The characters are made of plasticine and have different colored bodies. In some scenes, they are sitting together and in others, they are standing alone. 

There are also different objects depicted in the video, such as toys, toy cars"
1141,https://cdn-st.rutubelist.ru/media/4c/f7/5abf1a3847ef93fb164a4846e564/fhd.mp4,"Теперь вы знаете, что такое массажка","tell me more about the video? 
First, the video starts with a man talking on the phone while standing in front of a red background with white text. He is wearing a grey t-shirt and a white baseball cap. The man is wearing a yellow pair of socks on his feet. Next, the camera shows a man standing in front of a red background with white text and a yellow chair in the background. The man is wearing a blue t-sh"
1142,https://cdn-st.rutubelist.ru/media/fa/63/cd0f2b944ec380f7faef685f9e7e/fhd.mp4,"#лайфхаки , #эксперименты , #roblox , #игрушки , #diy , #танцы","1st-5th seconds. The video begins with a young girl with long hair and blue gloves on her hands, standing against a gray background. 

6th-8th seconds. A young woman with blue gloves on her hands and wearing a blue top appears on camera. She looks serious and holds a bottle of shampoo in her hand. 

9th-10th seconds. A young woman with blue gloves on her hands"
1143,https://cdn-st.rutubelist.ru/media/92/61/3dc360b946018b5411e4a3a32255/fhd.mp4,#гаджеты #технологии #лайфхаки #распаковка,"First, a close-up of a man wearing glasses is shown, looking at the camera while he is smiling. Next, we see the same man with a serious expression. Then, there is a man wearing glasses looking at the camera. After that, the same man is seen with a serious expression. 

The next scene shows a man looking at the camera while he is on a train, holding a computer. He is wearing glasses and has a"
1144,https://cdn-st.rutubelist.ru/media/13/a7/2543fa7b4515b1f4c485f46b2cc7/fhd.mp4,#красивыедевушки#грудь#попа#купальник,"0-3 seconds, a young woman in a white t-shirt is standing in the living room with a bottle of juice in her hand. She is seen walking towards the camera in a white dress shirt and shorts. Her hair is short, and she wears black pants and black gloves. The room behind her is dark and has a large window with curtains covering it. There are couches and a coffee table in the background.

Next"
1145,https://cdn-st.rutubelist.ru/media/b2/65/22fa92d5458ba53170c52475f93b/fhd.mp4,#спорт #наспорте #растяжка #фитнес #мотивация,tell me whats the video showing?
1146,https://cdn-st.rutubelist.ru/media/14/12/e0af14904312bb1d83b8090c56b4/fhd.mp4,"🤣😂

#материнство #декретныебудни #декретныйюмор","First, a young woman is seen lying on a white bed with her baby in her arms. The woman is wearing a gray dress, and the baby is wearing a white onesie. A black pillow is on the bed, and there is a white blanket on the bed. 

Next, the same woman and baby are seen on the same bed. The woman is wearing a pink shirt and white pants, and the baby is still wearing a"
1147,https://cdn-st.rutubelist.ru/media/c8/35/de26ab2b48688dfbf139331d5bc5/fhd.mp4,"Мечтатель 

#мотивация #вдохновение #жизнь #motivation #moment #inspiration","tells that the video is about a person wearing a wig, and at the same time, there is a man wearing a mask holding a spoon in his hand. The video then shows the man wearing a wig and holding a spoon with one hand. There are also several shots of people standing and sitting around the room. The video also shows the man wearing a mask and holding a spoon in his hand. Additionally, there are shots of a woman"
1148,https://cdn-st.rutubelist.ru/media/57/8a/07416bbe4073bcf0449749a1e573/fhd.mp4,,"tells us that we are in a magical forest filled with trees and fog. We can see a white owl standing in a tree, a silhouette of a person standing in the distance, and a portrait of a person in the background. As the video progresses, we see different scenes with white owls, a person with glasses, and a young girl with a pink headband. There are also portraits of a person, including a man with a black be"
1149,https://cdn-st.rutubelist.ru/media/6d/72/d145ffaa475ea3e6439b9837d1ef/fhd.mp4,#мульт #мультик #мультики #мультфильм #мультфильмы,"In the first scene, a man is sitting on a red sofa looking at a phone. He is wearing a black suit and a brown beard. There is a purple-colored plate on the sofa behind him. The table is also purple. In the second scene, the man is sitting in front of a table with a phone in his hand. The table is yellow, and there is a brown leather armchair in front of it. There is a"
1150,https://cdn-st.rutubelist.ru/media/62/0e/7e7ceb0f41aa88833c9d7c1d0a33/fhd.mp4,#кино #movie #film #фильм #сериал #нарезкакино #нарезкасериалов #чтопосмотреть #обзорфильмов,"[Video 1] First, we see a black textured background with a white, black, and gray textured car on a dark road. Next, we see the car driving on the highway, and we hear the sound of an engine. A black car on the highway is seen in the following scene, and a black car is parked on the street. 

Then, we see a black car with a white stripe on the road, followed by a black and white car"
1151,https://cdn-st.rutubelist.ru/media/5d/97/280ad5264b7bbecdf3834fbae617/fhd.mp4,#образ #lookbook #показ #неделямоды #капсула #ошибкивстиле #селебрити #интервью #перевоплощения #обувь #кроссовки,"First, we see a woman walking on a street wearing a black dress and a black jacket. She is followed by a man in a suit. They walk past a white car with a person standing near it. There is a black truck parked nearby and a white car parked on the street. Next, we see the same woman walking through an office building. She is wearing a black and white outfit and a woman with a purple shirt and a white and"
1152,https://cdn-st.rutubelist.ru/media/0a/50/1a47e21d4a00b7556a972f94e76c/fhd.mp4,,"First, the video opens with a stunning view of a rocky beach on a cloudy day. The beach is covered in large brown rocks, and the waves crash against the shore. Next, the camera pans out to reveal a close-up shot of the ocean, with white foamy waves crashing against the rocks. The rocks in the foreground add to the stunning beauty of the beach. Then, the camera captures another shot of the ocean, with rocks of"
1153,https://cdn-st.rutubelist.ru/media/d1/e9/8eae5a7e431d9a8f29bfa7263c8c/fhd.mp4,#спорт #наспорте #растяжка #фитнес #мотивация,"First, the scene depicts a soccer game on a green grass field with a blue sky and green grass. A group of young soccer players are playing soccer on the field, kicking the ball with their feet. A few players wear green shirts while others wear yellow.

Next, the focus shifts to the grass on the field. Some players are visible, wearing green or yellow shirts and kicking the ball. The players on the field"
1154,https://cdn-st.rutubelist.ru/media/10/c7/40ba25384b09bcd2b9f5c1595fd1/fhd.mp4,#forkids#детскийконтент#длядетей#игрушки#лайфхаки#развивашки,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 2"
1155,https://cdn-st.rutubelist.ru/media/92/3d/9ac0e04144feb8b5ebb0115cdf60/fhd.mp4,"Запомни!

#жиза #юморвидео #мотивация",", please? 
It begins with an image of a girl sitting at a table in a dark room. Then, a man sits at a table with a woman in a restaurant. Next, there is a close up of a man's face. After that, there is a black and white image of a woman standing in front of a white chair. There is another image of a woman sitting at a table. Then, a man is sitting at a table in a black and white image"
1156,https://cdn-st.rutubelist.ru/media/ae/88/20ede1114fb3b043726f0a6b0f4e/fhd.mp4,#игры #видеоигры #games #videogames #летсплей #letsplay #roblox #роблокс,"First, a girl with blonde hair and a doll are shown in a 3D game. The girl is walking down a street and is surrounded by a brick wall in the background. A toy bear is seen on the sidewalk in front of a pink house.

Next, a little girl and a doll are walking in front of a brick wall. They appear to be in a virtual world, and the little girl is wearing pink pants and has blonde"
1157,https://cdn-st.rutubelist.ru/media/33/02/5eec2d654870aeeea587e3f89a4d/fhd.mp4,,"talk to me about what I'm seeing. I see a person in a brown hoodie holding a smartphone, looking at something on it. The scene is dark, and there are two seats with a brown leather couch in the background. It seems like they might be waiting in line for something. Then, I see another person in the same brown hoodie, and they are sitting on the same brown leather couch as before. They are holding a phone,"
1158,https://cdn-st.rutubelist.ru/media/9f/a7/e7cf4e7c420b8931189b0035a30a/fhd.mp4,#спорт #наспорте #растяжка #фитнес #мотивация,"In the first scene, a young man is wearing a suit and talking to another man on television. The other man has dark hair and a blue shirt. In the second scene, the same young man is wearing a suit and talking to another man on television. The man has light hair and wears a black shirt. In the third scene, a young man with dark hair and a blue shirt is sitting on television. He looks at the camera and talks. The"
1159,https://cdn-st.rutubelist.ru/media/f9/05/983b6f0b49b58c06c32bfba8c99a/fhd.mp4,Для незабываемого отпуска  @try.on.dress,"The video opens with a young woman in a blue dress, standing on a street. She is wearing a blue jacket and carrying a blue bag on her shoulder. Next, she is seen standing on a sidewalk in front of a white building, again wearing the blue dress and carrying her blue bag. In this scene, she is surrounded by people walking on the sidewalk, including a man and woman in red and green clothing. The scene is shot from a low angle,"
1160,https://cdn-st.rutubelist.ru/media/6c/3e/27c12d50480395cc26f21e193b46/fhd.mp4,"Beautiful World
Original footage: @jturner0
Hovering above a beautiful landscape.","t is an animation of a landscape, mountains, and waterfall in the background. In the foreground, there are mountains, a waterfall, and a stream. The video depicts a surrealistic world where everything is in focus, from the mountains to the trees. The landscape is vibrant and colorful, with shades of blue, orange, yellow, and green visible throughout. There are different angles and perspectives captured in the video, giving the viewer a"
1161,https://cdn-st.rutubelist.ru/media/a8/16/05c25b0041ce9b0c727de1e56e8a/fhd.mp4,"#colizeum #компьютерныйклуб #colizeumarena #ксго #дота2 #киберспорт #игры #колизей #колизеум #esports #арена
❤️",
1162,https://cdn-st.rutubelist.ru/media/db/ba/20a448604e1f906bc18415b5e6c4/fhd.mp4,"#мульт , #мультики , #мультик , #мультфильм , #мультфильмы , #симпсоны , #грифины , #трикота , #дисней","First, the video begins with a black and white illustration of a man and woman in a living room. Next, an illustration of a man in a bathroom appears. Then, the video shows a black and white illustration of a man in a bathroom with a bathroom towel. Following that, there is a black and white illustration of a man and woman in a bathroom with a bathroom towel, and then the video shows a black and white illustration"
1163,https://cdn-st.rutubelist.ru/media/c4/2e/278df581466cbed1e6cc4c42a8d3/fhd.mp4,,". 
The video is about a woman with red glasses holding a glass of wine. In the first few seconds, the woman is seen holding a glass of red wine and is seen with a red glasses. The video then shows a different woman holding the same glass of wine. In one of the scenes, the woman is holding a red cup.

Throughout the video, there are various objects in the scene including a red heart with black lines, a glass of wine"
1164,https://cdn-st.rutubelist.ru/media/e1/04/f83a10014c58a83cf992e402f1f0/fhd.mp4,ЗАСТРЯЛ В ЛИФТЕ #shorts,", please? The video begins with a young man wearing a winter jacket, a blue sweater, and a white shirt standing in front of a mirror. He is looking at himself in the mirror with his hair in a black and white jacket. Next, the young man wears a blue sweater and is looking at himself in the mirror. He is standing in front of the mirror while smiling. Then, the young man puts a black scarf around his neck and sm"
1165,https://cdn-st.rutubelist.ru/media/87/1b/0e9a2208433db3142838b686d6d8/fhd.mp4,Разрисовала чужой кроссовок 😬,"? The video starts off with a man sitting at a table with a woman and a child. They are working on some sort of art project, using markers to draw something. Then, the man and the woman are sitting at the table again, with a young girl in a pink dress looking on. They are again working on an art project. Then, the man is sitting at a table alone with a pink notebook and a red pen on the table. He is continuing to work"
1166,https://cdn-st.rutubelist.ru/media/57/73/c542a8f44d35ac36bf4a95701b7a/fhd.mp4,Главное смеяться болезни в лицо 👨‍🦽🦾 #фильм #сериал #моменты #shorts,"First, we see a man and a young woman in a wheelchair in a street. They appear to be on a mission to take the stairs. They start to push the wheelchair on the sidewalk and eventually reach the stairs.

Next, we see the same man and woman, but this time they are seen from a distance. We can see that they are walking down a street. The woman is seen using a cell phone while the man is seen talking to"
1167,https://cdn-st.rutubelist.ru/media/79/3a/bb90a0df4e8197631da003c3ac09/fhd.mp4,#forkids #детскийконтент #длядетей #детскоеразвитие,"0-4 seconds. In this video, a group of children can be seen dancing in a courtyard. They are all wearing different colored shirts and are laughing and smiling. A tall metal pole and a gray metal wall are visible in the background.

5-9 seconds. The camera then focuses on a child who is waving at the camera. The child is wearing a pink shirt and a child in a yellow shirt can be"
1168,https://cdn-st.rutubelist.ru/media/37/23/4bf1b8c54d3abbba55a70905eb99/fhd.mp4,#авто #auto #мото  #дрифт #тачки #тюнинг #обзор #обзортачки #ситуациинадороге,"32 seconds in, we see a blue car parked at night. It is parked on the sidewalk and the surrounding lights are yellow. Next, we see a close-up shot of the car with its engine running at night. The lights are yellow and the surrounding lights are red. Then we see a shot of the car parked at night in a city. The lights are red and the surrounding lights are yellow. We also see a car parked in the city at night."
1169,https://cdn-st.rutubelist.ru/media/f5/6e/2887cd3f4ee6bc1ee154fe4a852a/fhd.mp4,,"takes place in front of a dark night. A young woman with long red hair is seen holding a red lollipop. She eats the lollipop, and then her friend comes and takes a bite from the lollipop. A man wearing glasses appears, and then the girl's friend grabs a bagel and puts it in her mouth. Another person is then shown, and he takes a bite of an orange slice. The video then"
1170,https://cdn-st.rutubelist.ru/media/ff/1f/faa106e647e8bdce7c08ebc1da6e/fhd.mp4,"#киноновинки , #киноафиша , #кино  , #фильмы , #сериалы , #чтопосмотреть , #трейлер , #трейлеры",". The video features a young man wearing a shirt and holding a microphone, standing in front of a green background with different objects in the room. There are multiple instances of the man wearing glasses and in some instances, he's also shown wearing goggles. He can be seen holding a black and white tennis racket, and there's even a basketball and an umbrella in some scenes. The captions and dense captions throughout the video provide"
1171,https://cdn-st.rutubelist.ru/media/30/66/50eab3324fbe8c944fb635d1186b/fhd.mp4,"#boobs , #bigass , #girls , #pussy , #еда , #готовка , #рецепт , #кукинг , #мистика , #страшилка , #horror , #бизнес , #инвестиции","tell me about this video. The video shows a young man sitting in a kitchen. He is wearing a black suit and a black shirt. The man looks tired and unhappy. He is seen holding a microphone and has a beard. The kitchen is also decorated with a clock hanging on the wall. There are also different objects visible in the kitchen like a silver picture frame and a red and white striped scarf. In the video, the man is seen sitting"
1172,https://cdn-st.rutubelist.ru/media/5b/ec/6ffca71e463c9930e39d97476c89/fhd.mp4,,"The video starts with a black and white image of a man in a hoodie, then cuts to a man in a hoodie and hat sitting in front of a laptop computer while talking. The video then transitions to a black and white image of a man with a black beard and hat, followed by a man in a hoodie talking in front of a white wall. There are several objects visible in each frame, including a computer, keyboard, lamp, and various"
1173,https://cdn-st.rutubelist.ru/media/dd/63/d5bb7bad49329b42a112b518f0e3/fhd.mp4,#гаджеты #технологии #лайфхаки #распаковка,"taken from the 0.0 to 4.2 seconds, we can see a man's hand holding an old black box with some electronics on the top of it. Next, the man's hand holding the same old black box is seen from different angles. The box has electronics and is shown from different angles again. Finally, we can see a close-up of the same black box with the electronics, and the man's hands can be seen holding it"
1174,https://cdn-st.rutubelist.ru/media/aa/49/a767aeda49f98c476e4fce02f651/fhd.mp4,#кино #movie #film #сериал #фильм #трейлер #нарезкакино #нарезкасериалов #фактыкино,"1, the first scene shows a group of people on a street at night, with a person talking and a woman standing on a street at night. The scene is set in a city with tall buildings and streetlights. The street is filled with people going about their daily lives. The camera focuses on a person, who looks like a woman, as she talks on her phone. She is standing on a street with tall buildings in the background. The video then shows a person with long"
1175,https://cdn-st.rutubelist.ru/media/8f/b9/441ba7dc46288fdfa1bb5b87899f/fhd.mp4,#кино #movie #film #сериал #фильм #трейлер #нарезкакино #нарезкасериалов,"together with its audio? Sure! The video starts with a dark background at nighttime, with no objects in the frame. In the second frame, a woman is seen standing in the darkness with her mouth open. In the third frame, a man's face is shown with a sad expression, and in the fourth frame, a man is seen holding his face in his hands. In the fifth frame, a close-up of a woman's face appears, and in the sixth frame"
1176,https://cdn-st.rutubelist.ru/media/bf/05/04f2f67f478db55bca4a626c7644/fhd.mp4,#игры #видеоигры #games #videogames #сталкер #геймплей,t
1177,https://cdn-st.rutubelist.ru/media/38/df/c76bcca1402fbc17e1b9e97e9eb2/fhd.mp4,#красивыедевушки #bigbooty #boobs #попа #ass,"First, a beautiful young Asian woman with a short haircut and a tan jacket is standing in a room. Next, she is holding a toy gun and making an okay gesture with both hands. Then, she is wearing a white and brown dress shirt and showing her thumbs up while standing in the room. After that, she is wearing a black shirt with a purple stripe and pointing at herself with a finger. Following, she is wearing a"
1178,https://cdn-st.rutubelist.ru/media/e4/6f/88372ed045b98c2c9227198816f6/fhd.mp4,#спорт #наспорте #растяжка #фитнес #мотивация,"First, we see a young woman practicing her squat at a gym. Next, she is seen practicing her back squat while wearing a black top and white shorts. Then, we see a woman lifting weights while a young woman is lifting weights next to her. Next, a young girl and her mother are seen practicing their squats. After that, we see a young girl practicing her back squat, followed by a young woman practicing her"
1179,https://cdn-st.rutubelist.ru/media/2a/e7/8d59fda14a7a90aa06a207f613ed/fhd.mp4,Kuminga disrespectful😬#shorts,"First, we see a group of basketball players playing on a court. One of them is wearing a blue jersey. Then, we see a group of men playing soccer on a field. One of them is wearing a blue and white shirt. Next, we see a group of men playing basketball on a court. One of them is wearing a green jersey. We can also see a white soccer ball, a white helmet, and a yellow ball"
1180,https://cdn-st.rutubelist.ru/media/b4/60/818aad7c4315b5696d202a0d64ad/fhd.mp4,"Ну как дела, где это смотрите? 😂","taken in a restaurant.

First, a young woman is shown sitting at a wooden desk in a cafe with a laptop computer in front of her. She appears to be working or studying. There is a blue couch nearby, and a pink handheld cell phone on the desk.

Next, the same woman is shown sitting at the same desk with a laptop in front of her. She is using the computer and looks focused. The desk has"
1181,https://cdn-st.rutubelist.ru/media/c7/f3/4dbf00e44012b2c91794e21d5d3c/fhd.mp4,#спорт #наспорте #влог,"? The video features a young woman who is outdoors. She is seen standing, sitting, and running around with a small dog. The woman wears a white outfit with pink details. In the background, there are a few buildings, and the sky is blue. The woman appears to be in a park or street with tall buildings. There are also two other dogs in the video, one small white dog, and a small brown dog. The woman is smiling while holding the"
